date,open,high,low,close,volume
2019-05-01,209.8800,215.3100,209.2300,210.5200,64827300
2019-04-30,203.0600,203.4000,199.1100,200.6700,46534900
2019-04-29,204.4000,205.9700,203.8600,204.6100,22204700
2019-04-26,204.9000,205.0000,202.1200,204.3000,18649100
2019-04-25,206.8300,207.7600,205.1200,205.2800,18543200
2019-04-24,207.3600,208.4800,207.0500,207.1600,17540600
2019-04-23,204.4300,207.7500,203.9000,207.4800,23323000
2019-04-22,202.8300,204.9400,202.3400,204.5300,19439500
2019-04-18,203.1200,204.1500,202.5200,203.8600,24195800
2019-04-17,199.5400,203.3800,198.6100,203.1300,28906800
2019-04-16,199.4600,201.3700,198.5600,199.2500,25696400
2019-04-15,198.5800,199.8500,198.0100,199.2300,17536600
2019-04-12,199.2000,200.1400,196.2100,198.8700,27760700
2019-04-11,200.8500,201.0000,198.4400,198.9500,20900800
2019-04-10,198.6800,200.7400,198.1800,200.6200,21695300
2019-04-09,200.3200,202.8500,199.2300,199.5000,35768200
2019-04-08,196.4200,200.2300,196.3400,200.1000,25881700
2019-04-05,196.4500,197.1000,195.9300,197.0000,18526600
2019-04-04,194.7900,196.3700,193.1400,195.6900,19114300
2019-04-03,193.2500,196.5000,193.1500,195.3500,23271800
2019-04-02,191.0900,194.4600,191.0500,194.0200,22765700
2019-04-01,191.6400,191.6800,188.3800,191.2400,27862000
2019-03-29,189.8300,190.0800,188.5400,189.9500,23564000
2019-03-28,188.9500,189.5600,187.5300,188.7200,20780400
2019-03-27,188.7500,189.7600,186.5500,188.4700,29848400
2019-03-26,191.6600,192.8800,184.5800,186.7900,49800500
2019-03-25,191.5100,191.9800,186.6000,188.7400,43845300
2019-03-22,195.3400,197.6900,190.7800,191.0500,42407700
2019-03-21,190.0200,196.3300,189.8100,195.0900,51034200
2019-03-20,186.2300,189.4900,184.7300,188.1600,31035200
