date,open,high,low,close,volume
2019-05-31,124.2300,124.6200,123.3200,123.6800,26646800
2019-05-30,125.2600,125.7600,124.7800,125.7300,16829600
2019-05-29,125.3800,125.3900,124.0400,124.9400,22763100
2019-05-28,126.9800,128.0000,126.0500,126.1600,23128400
2019-05-24,126.9100,127.4200,125.9700,126.2400,14123400
2019-05-23,126.2000,126.2900,124.7400,126.1800,23603800
2019-05-22,126.6200,128.2400,126.5200,127.6700,15396500
2019-05-21,127.4300,127.5300,126.5800,126.9000,15293300
2019-05-20,126.5200,127.5900,125.7600,126.2200,23706900
2019-05-17,128.3100,130.4600,127.9200,128.0700,25770500
2019-05-16,126.7500,129.3800,126.4600,128.9300,30112200
2019-05-15,124.2600,126.7100,123.7000,126.0200,24722700
2019-05-14,123.8700,125.8800,123.7000,124.7300,25266300
2019-05-13,124.1100,125.5500,123.0400,123.3500,33944900
2019-05-10,124.9100,127.9300,123.8200,127.1300,30915100
2019-05-09,124.2900,125.7900,123.5700,125.5000,27235800
2019-05-08,125.4400,126.3700,124.7500,125.5100,28419000
2019-05-07,126.4600,127.1800,124.2200,125.5200,36017700
2019-05-06,126.3900,128.5600,126.1100,128.1500,24239800
2019-05-03,127.3600,129.4300,127.2500,128.9000,24911100
2019-05-02,127.9800,128.0000,125.5200,126.2100,27350200
2019-05-01,130.5300,130.6500,127.7000,127.8800,26821700
2019-04-30,129.8100,130.7000,129.3900,130.6000,24166500
2019-04-29,129.9000,130.1800,129.3500,129.7700,16324200
2019-04-26,129.7000,130.5200,129.0200,129.8900,23654900
2019-04-25,130.0600,131.3700,128.8300,129.1500,38033900
2019-04-24,125.7900,125.8500,124.5200,125.0100,31257000
2019-04-23,124.1000,125.5800,123.8300,125.4400,24025500
2019-04-22,122.6200,124.0000,122.5700,123.7600,15648700
2019-04-18,122.1900,123.5200,121.3000,123.3700,27991000
2019-04-17,121.2400,121.8500,120.5400,121.7700,19300900
2019-04-16,121.6400,121.6500,120.1000,120.7700,14071800
2019-04-15,120.9400,121.5800,120.5700,121.0500,15792600
2019-04-12,120.6400,120.9800,120.3700,120.9500,19745100
2019-04-11,120.5400,120.8500,119.9200,120.3300,14209100
2019-04-10,119.7600,120.3500,119.5400,120.1900,16477200
2019-04-09,118.6300,119.5400,118.5800,119.2800,17612000
2019-04-08,119.8100,120.0200,118.6400,119.9300,15116200
2019-04-05,119.3900,120.2300,119.3700,119.8900,15826200
2019-04-04,120.1000,120.2300,118.3800,119.3600,20112800
2019-04-03,119.8600,120.4300,119.1500,119.9700,22860700
2019-04-02,119.0600,119.4800,118.5200,119.1900,18142300
2019-04-01,118.9500,119.1100,118.1000,119.0200,22789100
2019-03-29,118.0700,118.3200,116.9600,117.9400,25399800
2019-03-28,117.4400,117.5800,116.1300,116.9300,18334800
2019-03-27,117.8800,118.2100,115.5200,116.7700,22733400
2019-03-26,118.6200,118.7100,116.8500,117.9100,26097700
2019-03-25,116.5600,118.0100,116.3200,117.6600,27067100
2019-03-22,119.5000,119.5900,117.0400,117.0500,33624500
2019-03-21,117.1400,120.8200,117.0900,120.2200,29854400
2019-03-20,117.3900,118.7500,116.7100,117.5200,28113300
