date,open,high,low,close,volume
2019-08-09 13:27:00,201.6800,201.8500,201.6400,201.7800,62389
2019-08-09 13:26:00,201.6012,201.6900,201.5900,201.6800,25226
2019-08-09 13:25:00,201.6700,201.7100,201.5500,201.6200,35048
2019-08-09 13:24:00,201.7657,201.7800,201.6250,201.6678,64639
2019-08-09 13:23:00,201.6401,201.9000,201.6363,201.7700,90590
2019-08-09 13:22:00,201.7400,201.7400,201.5950,201.6307,34486
2019-08-09 13:21:00,201.6700,201.7700,201.5600,201.7395,58138
2019-08-09 13:20:00,201.7093,201.7100,201.5450,201.6600,42393
2019-08-09 13:19:00,201.5400,201.7000,201.4985,201.7000,41875
2019-08-09 13:18:00,201.4850,201.6400,201.4650,201.5400,54141
2019-08-09 13:17:00,201.4185,201.5600,201.3700,201.4950,31766
2019-08-09 13:16:00,201.4650,201.4900,201.3300,201.4002,28693
2019-08-09 13:15:00,201.4850,201.5400,201.3970,201.4800,40332
2019-08-09 13:14:00,201.4800,201.6000,201.4300,201.4850,59661
2019-08-09 13:13:00,201.4048,201.5700,201.4048,201.4700,42271
2019-08-09 13:12:00,201.3000,201.4000,201.2419,201.4000,52015
2019-08-09 13:11:00,201.4400,201.4400,201.2700,201.3000,55330
2019-08-09 13:10:00,201.3200,201.5600,201.3000,201.4200,49245
2019-08-09 13:09:00,201.3600,201.3850,201.2300,201.3000,24008
2019-08-09 13:08:00,201.2900,201.4700,201.2900,201.3866,29361
2019-08-09 13:07:00,201.3900,201.4200,201.2814,201.3300,27976
2019-08-09 13:06:00,201.4400,201.4900,201.3500,201.3611,85914
2019-08-09 13:05:00,201.5228,201.5400,201.3999,201.4300,47784
2019-08-09 13:04:00,201.1700,201.5700,201.1600,201.5300,60021
2019-08-09 13:03:00,201.2700,201.3500,201.0723,201.1900,63367
2019-08-09 13:02:00,201.2500,201.3200,201.2406,201.2900,28071
2019-08-09 13:01:00,201.2300,201.4000,201.1600,201.2800,36119
2019-08-09 13:00:00,201.2800,201.3600,201.1400,201.2400,73347
