date,open,high,low,close,volume
2019-08-09 13:18:00,137.6950,137.8100,137.6750,137.7900,65417
2019-08-09 13:17:00,137.6400,137.7600,137.6400,137.6900,22907
2019-08-09 13:16:00,137.7000,137.7100,137.6100,137.6800,35755
2019-08-09 13:15:00,137.7000,137.7700,137.6700,137.7100,42735
2019-08-09 13:14:00,137.6667,137.7800,137.6500,137.7000,43020
2019-08-09 13:13:00,137.6200,137.7400,137.6200,137.6696,54389
2019-08-09 13:12:00,137.5300,137.6200,137.4900,137.6200,26104
2019-08-09 13:11:00,137.5200,137.5900,137.4600,137.5400,21392
2019-08-09 13:10:00,137.4500,137.6250,137.4500,137.5600,57721
2019-08-09 13:09:00,137.5150,137.5200,137.4100,137.4800,21055
2019-08-09 13:08:00,137.4800,137.6100,137.4800,137.5200,29202
2019-08-09 13:07:00,137.5200,137.5500,137.4500,137.4800,17675
2019-08-09 13:06:00,137.5250,137.5800,137.4600,137.5000,25754
2019-08-09 13:05:00,137.6128,137.6128,137.5100,137.5150,33913
2019-08-09 13:04:00,137.4300,137.6300,137.4250,137.6200,42164
2019-08-09 13:03:00,137.5800,137.6100,137.4200,137.4400,54219
2019-08-09 13:02:00,137.4900,137.5500,137.4900,137.5400,25314
2019-08-09 13:01:00,137.4100,137.5400,137.3800,137.4800,44247
2019-08-09 13:00:00,137.3900,137.4700,137.3500,137.4120,42177
